date,flight,type,route,mc,lent_num,arrive_runway,bag_waight,mc_arrive,hatch_open,err_hatch_open,beg_unload_spo,end_unload_spo,beg_unload_sobgp,end_unload_sobgp,end_unload_tgo,err_end_unload,violation_standart,time_beg_lenta,time_end_lenta,violation_first_bag,violation_last_bag,deliver_1_beg,deliver_1_end,deliver_2_beg,deliver_2_end,deliver_3_beg,deliver_3_end,senior_loader,company,bag_status
2026-06-13,ДР 476 ,73Х,САРАТОВ(ГАГАРИН),43,Y(А05),00:52,327,2026-06-13 01:03:00,2026-06-13 01:05:00,,2026-06-13 01:06:00,2026-06-13 01:13:00,2026-06-13 01:06:00,2026-06-13 01:13:00,2026-06-13 01:09:00,4.0,5.0,2026-06-13 01:20:00,2026-06-13 01:21:00,,0.0,2026-06-13 01:16:00,2026-06-13 01:20:00,,,,,Хушвактов П. З.,Победа,Выдача до 30 минут
2026-06-13,TK 217 ,32Б,АНТАЛЬЯ,21,Y(А11),01:03,1760,2026-06-13 01:16:00,2026-06-13 01:20:00,1.0,2026-06-13 01:17:00,2026-06-13 01:35:00,2026-06-13 01:17:00,2026-06-13 01:35:00,2026-06-13 01:32:00,3.0,6.0,2026-06-13 01:35:00,2026-06-13 01:44:00,,0.0,2026-06-13 01:15:00,2026-06-13 01:37:00,,,,,Потапов Е. А.,Turkish Airlines,Выдача до 30 минут
2026-06-13,TK 3014 ,321,АНТАЛЬЯ,22,Y(А09),01:05,2698,2026-06-13 01:30:00,2026-06-13 01:32:00,,2026-06-13 01:34:00,2026-06-13 01:48:00,2026-06-13 01:34:00,2026-06-13 01:48:00,2026-06-13 01:52:00,,,2026-06-13 01:48:00,2026-06-13 02:00:00,,0.0,2026-06-13 01:15:00,2026-06-13 01:48:00,2026-06-13 01:44:00,2026-06-13 01:55:00,,,Демчук Д. П.,Turkish Airlines,Выдача до 30 минут
2026-06-13,ДР 198 ,73Х,ВЛАДИКАВКАЗ(БЕСЛАН),57A,Y(А06),01:17,718,2026-06-13 01:29:00,2026-06-13 01:31:00,,2026-06-13 01:31:00,2026-06-13 01:36:00,2026-06-13 01:31:00,2026-06-13 01:36:00,2026-06-13 01:38:00,,,2026-06-13 01:43:00,2026-06-13 01:49:00,,0.0,2026-06-13 01:38:00,2026-06-13 01:43:00,,,,,Соболь М. Ф.,Победа,Выдача до 30 минут
2026-06-13,TK 3060 ,32Б,АНТАЛЬЯ,18,Y(А09),01:20,2330,2026-06-13 01:30:00,2026-06-13 01:32:00,,2026-06-13 01:38:00,2026-06-13 01:46:00,2026-06-13 01:38:00,2026-06-13 01:46:00,2026-06-13 01:50:00,,,2026-06-13 01:50:00,2026-06-13 01:56:00,,0.0,2026-06-13 01:20:00,2026-06-13 01:53:00,,,,,Гаврилов В. А.,Turkish Airlines,Выдача до 30 минут
2026-06-13,ЖГ 932 ,73Й,ТБИЛИСИ(ТБИЛИСИ ИНТЛ.),32A,Y(А10),01:23,2232,2026-06-13 01:35:00,2026-06-13 01:37:00,,2026-06-13 01:50:00,2026-06-13 02:02:00,2026-06-13 01:50:00,2026-06-13 02:02:00,2026-06-13 01:54:00,8.0,,2026-06-13 01:58:00,2026-06-13 02:09:00,,4.0,2026-06-13 01:55:00,2026-06-13 02:00:00,2026-06-13 02:05:00,2026-06-13 02:10:00,,,Табаров М.,GEORGIAN AIRWAYS,Выдача от 30 до 40 минут
2026-06-13,ДР 264 ,73Х,КАЛИНИНГРАД(ХРАБРОВО),51,Y(А07),01:26,390,2026-06-13 01:36:00,2026-06-13 01:38:00,,2026-06-13 01:40:00,2026-06-13 01:44:00,2026-06-13 01:40:00,2026-06-13 01:44:00,2026-06-13 01:43:00,1.0,1.0,2026-06-13 01:50:00,2026-06-13 01:53:00,,0.0,2026-06-13 01:46:00,2026-06-13 01:48:00,,,,,Воробьев Т. А.,Победа,Выдача до 30 минут
2026-06-13,3F 323 ,320,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),25,Y(А13),01:29,1309,2026-06-13 01:41:00,2026-06-13 01:42:00,,2026-06-13 01:43:00,2026-06-13 01:53:00,2026-06-13 01:43:00,2026-06-13 01:53:00,2026-06-13 01:54:00,,1.0,2026-06-13 01:58:00,2026-06-13 02:02:00,,0.0,2026-06-13 01:51:00,2026-06-13 02:01:00,2026-06-13 01:56:00,2026-06-13 02:00:00,,,"Каламбеков У. О., Поляков К. Н.",FLYONE Armenia,Выдача до 30 минут
2026-06-13,ДР 208 ,7С8,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),49,Y(А04),01:31,132,2026-06-13 01:39:00,2026-06-13 01:40:00,,2026-06-13 01:41:00,2026-06-13 01:44:00,2026-06-13 01:41:00,2026-06-13 01:44:00,2026-06-13 01:44:00,,2.0,2026-06-13 01:48:00,2026-06-13 01:49:00,,0.0,2026-06-13 01:44:00,2026-06-13 01:49:00,,,,,Гаджиев Н. Т.,Победа,Выдача до 30 минут
2026-06-13,ДР 422D,7С8,САМАРА(КУРУМОЧ),62,Y(А08),01:34,251,-1,,,2026-06-13 01:50:00,2026-06-13 01:53:00,2026-06-13 01:50:00,2026-06-13 01:53:00,,,1.0,2026-06-13 02:00:00,2026-06-13 02:03:00,,0.0,2026-06-13 01:54:00,2026-06-13 02:01:00,,,,,Омурбе У. Б.,Победа,Некорректно проставлены отметки
2026-06-13,TK 3036 ,321,АНТАЛЬЯ,20,Y(А09),01:41,3109,2026-06-13 01:52:00,2026-06-13 01:53:00,,2026-06-13 02:00:00,2026-06-13 02:14:00,2026-06-13 02:00:00,2026-06-13 02:14:00,2026-06-13 02:17:00,,,2026-06-13 02:17:00,2026-06-13 02:31:00,5.0,9.0,2026-06-13 01:47:00,2026-06-13 02:16:00,2026-06-13 01:48:00,2026-06-13 02:29:00,,,Попов А. И.,Turkish Airlines,Выдача от 30 до 40 минут
2026-06-13,TK 3084 ,321,ДАЛАМАН,24,Y(А09),02:09,2338,2026-06-13 02:19:00,2026-06-13 02:23:00,1.0,2026-06-13 02:23:00,2026-06-13 02:38:00,2026-06-13 02:23:00,2026-06-13 02:38:00,2026-06-13 02:39:00,,,2026-06-13 02:32:00,2026-06-13 02:44:00,,0.0,2026-06-13 02:15:00,2026-06-13 02:45:00,,,,,Дубинский В. Д.,Turkish Airlines,Выдача до 30 минут
2026-06-13,FZ 987 ,7М8,ДУБАЙ(ДУБАЙ ИНТЛ.),29,Y(А10),02:16,2168,2026-06-13 02:28:00,2026-06-13 02:31:00,,2026-06-13 02:31:00,2026-06-13 02:45:00,2026-06-13 02:31:00,2026-06-13 02:45:00,2026-06-13 02:46:00,,,2026-06-13 02:40:00,2026-06-13 02:50:00,,0.0,2026-06-13 02:46:00,2026-06-13 02:50:00,2026-06-13 02:37:00,2026-06-13 02:40:00,,,"Воробьев Т. А., Омурбе У. Б.",flydubai,Выдача до 30 минут
2026-06-13,TK 3154 ,32Б,БОДРУМ(МИЛАС),19,Y(А12),02:33,2156,2026-06-13 02:45:00,2026-06-13 02:46:00,,2026-06-13 02:50:00,2026-06-13 03:03:00,2026-06-13 02:50:00,2026-06-13 03:03:00,2026-06-13 03:03:00,,,2026-06-13 03:03:00,2026-06-13 03:13:00,,0.0,2026-06-13 02:58:00,2026-06-13 03:11:00,,,,,Потапов Е. А.,Turkish Airlines,Выдача до 30 минут
2026-06-13,ДР 1486B,73Х,УЛЬЯНОВСК(БАРАТАЕВКА),44,Y(А05),02:36,224,2026-06-13 02:45:00,2026-06-13 02:49:00,1.0,2026-06-13 02:51:00,2026-06-13 02:55:00,2026-06-13 02:51:00,2026-06-13 02:55:00,2026-06-13 02:50:00,5.0,3.0,2026-06-13 03:02:00,2026-06-13 03:03:00,,0.0,2026-06-13 02:55:00,2026-06-13 03:03:00,,,,,Рябчевский В. О.,Победа,Выдача до 30 минут
2026-06-13,PC 386 ,32Щ,СТАМБУЛ(САБИХА ГОКЦЕН),27,Y(А10),02:40,2900,2026-06-13 02:55:00,2026-06-13 02:57:00,,2026-06-13 02:59:00,2026-06-13 03:13:00,2026-06-13 02:59:00,2026-06-13 03:13:00,2026-06-13 03:18:00,,,2026-06-13 03:11:00,2026-06-13 03:17:00,,0.0,2026-06-13 03:07:00,2026-06-13 03:12:00,2026-06-13 03:14:00,2026-06-13 03:17:00,,,"Демчук Д. П., Каламбеков У. О.",Pegasus,Выдача до 30 минут
2026-06-13,ЮТ 400B,734,ГРОЗНЫЙ(СЕВЕРНЫЙ),16,Y(А07),03:09,329,2026-06-13 03:26:00,2026-06-13 03:27:00,,2026-06-13 03:30:00,2026-06-13 03:40:00,2026-06-13 03:30:00,2026-06-13 03:40:00,2026-06-13 03:32:00,8.0,8.0,2026-06-13 03:46:00,2026-06-13 03:48:00,,0.0,2026-06-13 03:42:00,2026-06-13 03:46:00,,,,,Музафаров А. С.,Ютэйр,Выдача до 30 минут
2026-06-13,VF 587 ,73Х,АНКАРА(ЕСЕНБОГА),24,Y(А10),04:12,2497,2026-06-13 04:24:00,2026-06-13 04:27:00,,2026-06-13 04:26:00,2026-06-13 04:45:00,2026-06-13 04:26:00,2026-06-13 04:45:00,2026-06-13 04:45:00,,2.0,2026-06-13 04:36:00,2026-06-13 04:51:00,,0.0,2026-06-13 04:32:00,2026-06-13 04:36:00,2026-06-13 04:45:00,2026-06-13 04:49:00,,,"Гаврилов В. А., Давлатов Б. Ч.",AJET,Выдача до 30 минут
2026-06-13,PC 1456 ,32Щ,БОДРУМ(МИЛАС),19,Y(А10),04:23,2326,2026-06-13 04:30:00,2026-06-13 04:32:00,,2026-06-13 04:33:00,2026-06-13 04:52:00,2026-06-13 04:34:00,2026-06-13 04:52:00,2026-06-13 04:50:00,2.0,2.0,2026-06-13 04:44:00,2026-06-13 05:03:00,,3.0,2026-06-13 04:40:00,2026-06-13 04:44:00,2026-06-13 04:53:00,2026-06-13 04:59:00,,,"Дубинский В. Д., Тано Б. А.",Pegasus,Выдача от 30 до 40 минут
2026-06-13,NE 606 ,320,ХУРГАДА(ХУРГАДА ИНТЛ.),26,Y(А09),04:28,1954,2026-06-13 04:37:00,2026-06-13 04:39:00,,2026-06-13 04:42:00,2026-06-13 04:57:00,2026-06-13 04:42:00,2026-06-13 04:57:00,2026-06-13 04:54:00,3.0,2.0,2026-06-13 04:50:00,2026-06-13 05:07:00,,0.0,2026-06-13 04:47:00,2026-06-13 04:50:00,2026-06-13 04:54:05,2026-06-13 05:03:00,,,Музафаров А. С.,Nesma Airlines,Выдача до 30 минут
2026-06-13,VF 277 ,73Х,СТАМБУЛ(САБИХА ГОКЦЕН),25,Y(А11),04:34,1629,2026-06-13 04:46:00,2026-06-13 04:48:00,,2026-06-13 04:48:00,2026-06-13 04:59:00,2026-06-13 04:48:00,2026-06-13 04:59:00,2026-06-13 05:01:00,,,2026-06-13 05:06:00,2026-06-13 05:08:00,,0.0,2026-06-13 04:55:00,2026-06-13 05:06:00,2026-06-13 05:03:00,2026-06-13 05:07:00,,,"Каламбеков У. О., Потапов Е. А.",AJET,Выдача до 30 минут
2026-06-13,PC 390 ,32Щ,СТАМБУЛ(САБИХА ГОКЦЕН),21,Y(А10),04:44,2586,2026-06-13 04:55:00,2026-06-13 04:57:00,,2026-06-13 04:57:00,2026-06-13 05:15:00,2026-06-13 04:57:00,2026-06-13 05:15:00,2026-06-13 05:16:00,,1.0,2026-06-13 05:08:00,2026-06-13 05:20:00,,0.0,2026-06-13 05:03:00,2026-06-13 05:08:00,2026-06-13 05:15:00,2026-06-13 05:22:00,,,Омурбе У. Б.,Pegasus,Выдача до 30 минут
2026-06-13,TK 419 ,333,СТАМБУЛ(СТАМБУЛ НЬЮ),23,Y(А09),04:50,4116,2026-06-13 05:08:00,2026-06-13 05:09:00,,2026-06-13 05:12:00,2026-06-13 05:35:00,2026-06-13 05:34:00,2026-06-13 05:35:00,2026-06-13 05:39:00,,,2026-06-13 05:31:00,2026-06-13 05:39:00,3.0,1.0,2026-06-13 05:34:00,2026-06-13 05:41:00,2026-06-13 05:17:00,2026-06-13 05:37:00,,,"Демчук Д. П., Рябчевский В. О.",Turkish Airlines,Выдача от 30 до 40 минут
2026-06-13,ДР 408 ,73Х,ЕКАТЕРИНБУРГ(КОЛЬЦОВО),44,Y(А05),05:06,201,-1,,,2026-06-13 05:29:00,2026-06-13 05:32:00,2026-06-13 05:29:00,2026-06-13 05:32:00,,,2.0,2026-06-13 05:40:00,2026-06-13 05:41:00,,0.0,2026-06-13 05:34:00,2026-06-13 05:38:00,,,,,Гаврилов В. А.,Победа,Некорректно проставлены отметки
2026-06-13,4S 317 ,73Х,ШАРМ ЭЛЬ ШЕЙХ(ШАРМ ЭЛЬ ШЕЙХ ИНТЛ.),29,Y(А09),05:25,2060,2026-06-13 05:37:00,2026-06-13 05:40:00,,2026-06-13 05:40:00,2026-06-13 05:54:00,2026-06-13 05:40:00,2026-06-13 05:54:00,2026-06-13 05:55:00,,,2026-06-13 05:48:00,2026-06-13 06:03:00,,0.0,2026-06-13 05:46:00,2026-06-13 05:48:00,2026-06-13 05:55:00,2026-06-13 06:01:00,,,Дубинский В. Д.,Red Sea,Выдача до 30 минут
2026-06-13,TK 407 ,333,СТАМБУЛ(СТАМБУЛ НЬЮ),22,Y(А09),05:38,4040,2026-06-13 05:50:00,2026-06-13 05:51:00,,2026-06-13 05:52:00,2026-06-13 06:04:00,2026-06-13 05:52:00,2026-06-13 06:04:00,2026-06-13 06:21:00,,,2026-06-13 06:03:00,2026-06-13 06:09:00,,0.0,2026-06-13 06:06:00,2026-06-13 06:15:00,2026-06-13 05:59:00,2026-06-13 06:08:00,,,Рябчевский В. О.,Turkish Airlines,Выдача до 30 минут
2026-06-13,PC 1458 ,32Щ,ДАЛАМАН,19,Y(А10),06:14,2622,2026-06-13 06:22:00,2026-06-13 06:23:00,,2026-06-13 06:23:00,2026-06-13 06:39:00,2026-06-13 06:23:00,2026-06-13 06:39:00,2026-06-13 06:43:00,,,2026-06-13 06:32:00,2026-06-13 06:45:00,,0.0,2026-06-13 06:29:00,2026-06-13 06:32:00,2026-06-13 06:40:00,2026-06-13 06:45:00,,,"Гаврилов В. А., Тано Б. А.",Pegasus,Выдача до 30 минут
2026-06-13,ДР 434 ,73Х,ПЕРМЬ(БОЛЬШОЕ САВИНО),37,Y(А05),06:36,403,2026-06-13 06:44:00,2026-06-13 06:46:00,,2026-06-13 06:46:00,2026-06-13 06:49:00,2026-06-13 06:46:00,2026-06-13 06:49:00,2026-06-13 06:51:00,,,2026-06-13 06:55:00,2026-06-13 06:57:00,,0.0,2026-06-13 06:51:00,2026-06-13 06:55:00,,,,,Омурбе У. Б.,Победа,Выдача до 30 минут
2026-06-13,AZO 7072 ,СУ9,КУТАИСИ(КУТАИСИ ИНТЛ.),28,Y(А12),06:58,839,2026-06-13 07:17:00,2026-06-13 07:14:00,-3.0,2026-06-13 07:10:00,2026-06-13 07:20:00,2026-06-13 07:10:00,2026-06-13 07:20:00,2026-06-13 07:27:00,,4.0,2026-06-13 07:25:00,2026-06-13 07:27:00,,0.0,2026-06-13 07:22:00,2026-06-13 07:25:00,,,,,Каламбеков У. О.,GEORGIAN AIRWAYS,Выдача до 30 минут
2026-06-13,ХИ 9607 ,32Н,БУХАРА(БУХАРА ИНТЛ.),27,Y(А11),07:06,1709,2026-06-13 07:14:00,2026-06-13 07:15:00,,2026-06-13 07:17:00,2026-06-13 07:27:00,2026-06-13 07:17:00,2026-06-13 07:27:00,2026-06-13 07:29:00,,,2026-06-13 07:26:00,2026-06-13 07:34:00,,0.0,2026-06-13 07:22:00,2026-06-13 07:24:00,2026-06-13 07:29:00,2026-06-13 07:32:00,,,Фанин - Богданов Анатолий Н. О.,UZBEKISTAN AIRWAYS,Выдача до 30 минут
2026-06-13,ХИ 9615 ,32Н,УРГЕНЧ(УРГЕНЧ ИНТЛ.),25,Y(А09),07:13,1962,2026-06-13 07:21:00,2026-06-13 07:24:00,,2026-06-13 07:25:00,2026-06-13 07:37:00,2026-06-13 07:25:00,2026-06-13 07:37:00,2026-06-13 07:38:00,,,2026-06-13 07:31:00,2026-06-13 07:41:00,,0.0,2026-06-13 07:31:00,2026-06-13 07:32:00,2026-06-13 07:38:00,2026-06-13 07:43:00,,,Рустамов М. А.,UZBEKISTAN AIRWAYS,Выдача до 30 минут
2026-06-13,ХИ 9621 ,320,АНДИЖАН,23,Y(А10),07:29,2098,2026-06-13 07:37:00,2026-06-13 07:40:00,,2026-06-13 07:41:00,2026-06-13 07:56:00,2026-06-13 07:41:00,2026-06-13 07:56:00,2026-06-13 07:55:00,1.0,1.0,2026-06-13 07:50:00,2026-06-13 08:02:00,,0.0,2026-06-13 07:47:00,2026-06-13 07:50:00,2026-06-13 07:58:00,2026-06-13 08:03:00,,,Табаров М.,UZBEKISTAN AIRWAYS,Выдача до 30 минут
2026-06-13,ДР 730 ,7С8,ФЕРГАНА(ФЕРГАНА ИНТЛ.),46,Y(А12),07:32,306,2026-06-13 07:35:00,2026-06-13 07:41:00,3.0,2026-06-13 07:42:00,2026-06-13 07:45:00,2026-06-13 07:42:00,2026-06-13 07:45:00,2026-06-13 07:41:00,4.0,1.0,2026-06-13 07:51:00,2026-06-13 07:52:00,,0.0,2026-06-13 07:45:00,2026-06-13 07:51:00,,,,,Корнилов Н. А.,Победа,Выдача до 30 минут
2026-06-13,ЮТ 454 ,73Х,ТЮМЕНЬ(РОЩИНО),12,Y(А06),07:36,721,2026-06-13 07:41:00,2026-06-13 07:43:00,,2026-06-13 07:45:00,2026-06-13 07:55:00,2026-06-13 07:45:00,2026-06-13 07:55:00,2026-06-13 07:50:00,5.0,5.0,2026-06-13 07:56:00,2026-06-13 07:57:00,,0.0,2026-06-13 07:53:00,2026-06-13 07:57:00,,,,,Лизенко Е. В.,Ютэйр,Выдача до 30 минут
2026-06-13,AZO 7208 ,СУ9,ТБИЛИСИ(ТБИЛИСИ ИНТЛ.),57,Y(А11),07:45,1163,2026-06-13 07:55:00,2026-06-13 07:58:00,,2026-06-13 07:59:00,2026-06-13 08:11:00,2026-06-13 07:59:00,2026-06-13 08:11:00,2026-06-13 08:07:00,4.0,4.0,2026-06-13 08:17:00,2026-06-13 08:18:00,,0.0,2026-06-13 08:13:00,2026-06-13 08:17:00,,,,,Виноградов А. А.,GEORGIAN AIRWAYS,Выдача до 30 минут
2026-06-13,ДР 744 ,73Х,ОШ,47,Y(А13),07:48,452,2026-06-13 07:53:00,2026-06-13 07:55:00,,2026-06-13 07:54:00,2026-06-13 07:58:00,2026-06-13 07:55:00,2026-06-13 07:58:00,2026-06-13 08:00:00,,,2026-06-13 08:04:00,2026-06-13 08:05:00,,0.0,2026-06-13 08:00:00,2026-06-13 08:04:00,,,,,"Прохачев И. А., Чеканов В. А.",Победа,Выдача до 30 минут
2026-06-13,ЮТ 786F,73Х,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),18,Y(А13),07:51,1448,2026-06-13 07:56:00,2026-06-13 07:58:00,,2026-06-13 08:00:00,2026-06-13 08:10:00,2026-06-13 08:02:00,2026-06-13 08:10:00,2026-06-13 08:10:00,,,2026-06-13 08:12:00,2026-06-13 08:16:00,,0.0,2026-06-13 08:06:00,2026-06-13 08:10:00,2026-06-13 08:13:00,2026-06-13 08:16:00,,,"Королев А. А., Лизенко Е. В.",Ютэйр,Выдача до 30 минут
2026-06-13,ЮТ 364 ,735,УФА,9,Y(А04),07:54,232,2026-06-13 08:01:00,2026-06-13 08:02:00,,2026-06-13 08:04:00,2026-06-13 08:08:00,2026-06-13 08:04:00,2026-06-13 08:08:00,2026-06-13 08:07:00,1.0,2.0,2026-06-13 08:11:00,2026-06-13 08:12:00,,0.0,2026-06-13 08:09:00,2026-06-13 08:12:00,,,,,Фартушный А. И.,Ютэйр,Выдача до 30 минут
2026-06-13,ЮТ 356 ,73Х,ГРОЗНЫЙ(СЕВЕРНЫЙ),15,Y(А05),08:14,286,2026-06-13 08:20:00,2026-06-13 08:22:00,,2026-06-13 08:24:00,2026-06-13 08:31:00,2026-06-13 08:24:00,2026-06-13 08:31:00,2026-06-13 08:26:00,5.0,5.0,2026-06-13 08:35:00,2026-06-13 08:36:00,,0.0,2026-06-13 08:31:00,2026-06-13 08:34:00,,,,,Рустамов М. А.,Ютэйр,Выдача до 30 минут
2026-06-13,ЮТ 572 ,73Х,КРАСНОЯРСК,24,Y(А06),08:18,669,2026-06-13 08:27:00,2026-06-13 08:27:00,,2026-06-13 08:28:00,2026-06-13 08:35:00,2026-06-13 08:28:00,2026-06-13 08:35:00,2026-06-13 08:35:00,,3.0,2026-06-13 08:39:00,2026-06-13 08:41:00,,0.0,2026-06-13 08:36:00,2026-06-13 08:40:00,,,,,Острых В. А.,Ютэйр,Выдача до 30 минут
2026-06-13,ЮТ 560 ,73Х,МАХАЧКАЛА,21,Y(А05),08:21,457,2026-06-13 08:26:00,2026-06-13 08:28:00,,2026-06-13 08:30:00,2026-06-13 08:36:00,2026-06-13 08:30:00,2026-06-13 08:36:00,2026-06-13 08:33:00,3.0,3.0,2026-06-13 08:45:00,2026-06-13 08:46:00,,0.0,2026-06-13 08:40:00,2026-06-13 08:45:00,,,,,Гафуров О. Ф.,Ютэйр,Выдача до 30 минут
2026-06-13,А4 7020 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),26,Y(А04),08:24,30,2026-06-13 08:34:00,2026-06-13 08:37:00,,2026-06-13 08:37:00,2026-06-13 08:38:00,2026-06-13 08:37:00,2026-06-13 08:38:00,2026-06-13 08:38:00,,1.0,2026-06-13 08:42:00,2026-06-13 08:43:00,,0.0,2026-06-13 08:38:00,2026-06-13 08:42:00,,,,,Саидов А. С.,Азимут,Выдача до 30 минут
2026-06-13,ЮТ 352 ,735,ХАНТЫ-МАНСИЙСК,14,Y(А08),08:31,572,2026-06-13 08:40:00,2026-06-13 08:41:00,,2026-06-13 08:45:00,2026-06-13 08:48:00,2026-06-13 08:45:00,2026-06-13 08:48:00,2026-06-13 08:48:00,,,2026-06-13 08:54:00,2026-06-13 08:55:00,,0.0,2026-06-13 08:50:00,2026-06-13 08:55:00,,,,,Баташан В. Ю.,Ютэйр,Выдача до 30 минут
2026-06-13,ЯК 473 ,7С8,ЯКУТСК,13,Y(А07),08:35,1106,2026-06-13 08:52:00,2026-06-13 08:53:00,,2026-06-13 08:45:00,2026-06-13 08:53:00,2026-06-13 08:45:00,2026-06-13 08:53:00,2026-06-13 09:00:00,,4.0,2026-06-13 08:56:00,2026-06-13 08:57:00,,0.0,2026-06-13 08:54:00,2026-06-13 08:55:00,,,,,Фаёзов А. Р.,Якутия,Выдача до 30 минут
2026-06-13,ЯМ 597 ,73Х,МИРНЫЙ,59,Y(А06),08:47,1332,2026-06-13 08:58:00,2026-06-13 09:01:00,,2026-06-13 09:00:00,2026-06-13 09:12:00,2026-06-13 09:00:00,2026-06-13 09:12:00,2026-06-13 09:11:00,1.0,3.0,2026-06-13 09:13:00,2026-06-13 09:21:00,,0.0,2026-06-13 09:07:00,2026-06-13 09:13:00,2026-06-13 09:13:00,2026-06-13 09:21:00,,,Гафуров О. Ф.,Алроса,Выдача до 30 минут
2026-06-13,ЮТ 248 ,734,СУРГУТ,10,Y(А05),08:50,819,2026-06-13 08:56:00,2026-06-13 08:59:00,,2026-06-13 08:59:00,2026-06-13 09:05:00,2026-06-13 08:59:00,2026-06-13 09:05:00,2026-06-13 09:05:00,,1.0,2026-06-13 09:08:00,2026-06-13 09:09:00,,0.0,2026-06-13 09:06:00,2026-06-13 09:08:00,,,,,Науну М.,Ютэйр,Выдача до 30 минут
2026-06-13,DV 809 ,738,АЛМАТЫ(АЛМАТЫ ИНТЛ.),19,Y(А13),08:54,1193,2026-06-13 09:01:00,2026-06-13 09:02:00,,2026-06-13 09:03:00,2026-06-13 09:10:00,2026-06-13 09:04:00,2026-06-13 09:10:00,2026-06-13 09:13:00,,,2026-06-13 09:18:00,2026-06-13 09:20:00,,0.0,2026-06-13 09:13:00,2026-06-13 09:19:00,,,,,"Виноградов А. А., Корнилов Н. А.",SCAT Airlines,Выдача до 30 минут
2026-06-13,J2 807 ,320,БАКУ(ИМ. ГЕЙДАРА АЛИЕВА),22,Y(А09),09:00,1031,2026-06-13 09:09:00,2026-06-13 09:10:00,,2026-06-13 09:10:00,2026-06-13 09:18:00,2026-06-13 09:10:00,2026-06-13 09:18:00,2026-06-13 09:20:00,,1.0,2026-06-13 09:24:00,2026-06-13 09:25:00,,0.0,2026-06-13 09:21:00,2026-06-13 09:25:00,,,,,"Рустамов М. А., Фартушный А. И.",AZAL,Выдача до 30 минут
2026-06-13,ДР 436 ,73Х,УФА,46,Y(А08),09:06,402,2026-06-13 09:10:00,2026-06-13 09:14:00,1.0,2026-06-13 09:14:00,2026-06-13 09:18:00,2026-06-13 09:14:00,2026-06-13 09:18:00,2026-06-13 09:17:00,1.0,1.0,2026-06-13 09:26:00,2026-06-13 09:27:00,,0.0,2026-06-13 09:20:00,2026-06-13 09:25:00,,,,,Прохачев И. А.,Победа,Выдача до 30 минут
2026-06-13,ФВ 6003 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А04),09:09,82,2026-06-13 09:15:00,2026-06-13 09:17:00,,2026-06-13 09:18:00,2026-06-13 09:20:00,2026-06-13 09:18:00,2026-06-13 09:20:00,2026-06-13 09:20:00,,1.0,2026-06-13 09:22:00,2026-06-13 09:23:00,,0.0,2026-06-13 09:20:00,2026-06-13 09:23:00,,,,,Королев А. А.,Россия,Выдача до 30 минут
2026-06-13,ДР 414 ,7С8,ЧЕЛЯБИНСК(БАЛАНДИНО),49,Y(А05),09:15,351,2026-06-13 09:21:00,2026-06-13 09:23:00,,2026-06-13 09:24:00,2026-06-13 09:26:00,2026-06-13 09:24:00,2026-06-13 09:26:00,2026-06-13 09:27:00,,,2026-06-13 09:32:00,2026-06-13 09:33:00,,0.0,2026-06-13 09:30:00,2026-06-13 09:33:00,,,,,Фанин - Богданов Анатолий Н. О.,Победа,Выдача до 30 минут
2026-06-13,3F 321 ,320,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),20,Y(А13),09:27,1445,2026-06-13 09:33:00,2026-06-13 09:34:00,,2026-06-13 09:36:00,2026-06-13 09:46:00,2026-06-13 09:40:00,2026-06-13 09:46:00,2026-06-13 09:47:00,,,2026-06-13 09:48:00,2026-06-13 09:59:00,,0.0,2026-06-13 09:42:00,2026-06-13 09:48:00,2026-06-13 09:48:00,2026-06-13 09:53:00,,,"Саидов А. С., Табаров М.",FLYONE Armenia,Выдача до 30 минут
2026-06-13,ДР 732 ,73Х,НУКУС,48,Y(А11),09:44,658,2026-06-13 09:48:00,2026-06-13 09:51:00,,2026-06-13 09:52:00,2026-06-13 09:54:00,2026-06-13 09:52:00,2026-06-13 09:54:00,2026-06-13 09:56:00,,,2026-06-13 10:00:00,2026-06-13 10:01:00,,0.0,2026-06-13 09:55:00,2026-06-13 10:00:00,,,,,Фанин - Богданов Анатолий Н. О.,Победа,Выдача до 30 минут
2026-06-13,ВГ 2390 ,ЯК4,ВОЛОГДА,45,Y(А04),10:08,77,2026-06-13 10:13:00,2026-06-13 10:14:00,,2026-06-13 10:18:00,2026-06-13 10:19:00,2026-06-13 10:18:00,2026-06-13 10:19:00,2026-06-13 10:18:00,1.0,,,-1,,0.0,,,,,,,Прохачев И. А.,Вологодское АП,Некорректно проставлены отметки
