date,company,bag_status,flight
2025-01-01,flydubai,Выдача до 30 минут,FZ 987 
2025-01-01,flydubai,Выдача до 30 минут,FZ 969 
2025-01-01,Turkish Airlines,Выдача до 30 минут,TK 413 
2025-01-01,Ютэйр,Выдача до 30 минут,ЮТ 808 
2025-01-01,Победа,Выдача до 30 минут,ДР 856 
2025-01-01,SCAT Airlines,Выдача до 30 минут,DV 815 
2025-01-01,SCAT Airlines,Выдача до 30 минут,DV 813 
2025-01-01,Победа,Выдача до 30 минут,ДР 794 
2025-01-01,Ютэйр,Некорректно проставлены отметки,ЮТ 396 
2025-01-01,Turkish Airlines,Выдача до 30 минут,TK 421 
2025-01-01,Pegasus,Выдача до 30 минут,PC 386 
2025-01-01,Pegasus,Выдача до 30 минут,PC 1576 
2025-01-01,Ютэйр,Выдача до 30 минут,ЮТ 1400 
2025-01-01,Pegasus,Выдача до 30 минут,PC 1521 
2025-01-01,flydubai,Выдача до 30 минут,FZ 975 
2025-01-01,flydubai,Выдача до 30 минут,FZ 967 
2025-01-01,Nesma Airlines,Выдача до 30 минут,NE 600 
2025-01-01,AJET,Выдача до 30 минут,VF 587 
2025-01-01,Turkish Airlines,Выдача до 30 минут,TK 419 
2025-01-01,Победа,Выдача до 30 минут,ДР 192B
2025-01-01,flydubai,Выдача до 30 минут,FZ 965 
2025-01-01,Победа,Некорректно проставлены отметки,ДР 204 
2025-01-01,Победа,Выдача до 30 минут,ДР 420 
2025-01-01,Россия,Выдача до 30 минут,ФВ 6025 
2025-01-01,Победа,Выдача до 30 минут,ДР 422 
2025-01-01,Победа,Выдача до 30 минут,ДР 404 
2025-01-01,Победа,Выдача до 30 минут,ДР 200 
2025-01-01,Россия,Выдача до 30 минут,ФВ 6007 
2025-01-01,Победа,Выдача до 30 минут,ДР 114 
2025-01-01,Победа,Выдача до 30 минут,ДР 112 
2025-01-01,flydubai,Выдача до 30 минут,FZ 989 
2025-01-01,Россия,Выдача до 30 минут,ФВ 6009 
2025-01-01,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 936 
2025-01-01,FLYONE Armenia,Выдача до 30 минут,УР 904 
2025-01-01,Shirak Avia,Выдача до 30 минут,ЮБГ 509 
2025-01-01,Pegasus,Выдача до 30 минут,PC 1580 
2025-01-01,Ютэйр,Выдача до 30 минут,ЮТ 810B
2025-01-01,Turkish Airlines,Выдача до 30 минут,TK 417 
2025-01-01,Россия,Выдача до 30 минут,ФВ 6027 
2025-01-01,Белавиа,Выдача до 30 минут,В2 981 
2025-01-01,Победа,Выдача до 30 минут,ДР 208 
2025-01-01,Победа,Выдача до 30 минут,ДР 466 
2025-01-01,Белавиа,Выдача до 30 минут,В2 979 
2025-01-01,Россия,Выдача до 30 минут,ФВ 6917 
2025-01-01,Победа,Выдача до 30 минут,ДР 196 
2025-01-01,Россия,Выдача до 30 минут,ФВ 6175 
2025-01-01,Победа,Выдача до 30 минут,ДР 284 
2025-01-01,Победа,Выдача до 30 минут,ДР 836 
2025-01-01,Победа,Выдача до 30 минут,PBD 738 
2025-01-01,Победа,Выдача до 30 минут,PBD 860 
2025-01-01,Победа,Выдача до 30 минут,ДР 468 
2025-01-01,Победа,Выдача до 30 минут,ДР 168 
2025-01-01,Россия,Выдача до 30 минут,ФВ 6013 
2025-01-01,Азимут,Выдача до 30 минут,А4 7010 
2025-01-01,Ютэйр,Выдача до 30 минут,ЮТ 296 
2025-01-01,Ютэйр,Выдача до 30 минут,ЮТ 250 
2025-01-01,Turkish Airlines,Выдача до 30 минут,TK 415 
2025-01-01,Азимут,Выдача до 30 минут,А4 7138 
2025-01-01,Победа,Выдача до 30 минут,ДР 754 
2025-01-01,Россия,Выдача до 30 минут,ФВ 6187 
2025-01-01,Pegasus,Выдача до 30 минут,PC 388 
2025-01-01,Победа,Выдача до 30 минут,ДР 262 
2025-01-01,Победа,Выдача до 30 минут,PBD 840 
2025-01-01,SCAT Airlines,Выдача до 30 минут,DV 801 
2025-01-01,Ютэйр,Выдача до 30 минут,ЮТ 464 
2025-01-01,Россия,Выдача до 30 минут,ФВ 6181 
2025-01-01,Победа,Выдача до 30 минут,ДР 996 
2025-01-01,Победа,Некорректно проставлены отметки,ДР 992 
2025-01-01,Россия,Выдача до 30 минут,ФВ 6953 
2025-01-01,Ютэйр,Выдача до 30 минут,ЮТ 180 
2025-01-01,Победа,Некорректно проставлены отметки,ДР 476 
2025-01-01,Победа,Выдача до 30 минут,ДР 206 
2025-01-01,Победа,Выдача до 30 минут,ДР 202 
2025-01-01,Ютэйр,Выдача до 30 минут,ЮТ 562 
2025-01-01,Россия,Выдача до 30 минут,ФВ 6169 
2025-01-01,Shirak Avia,Выдача до 30 минут,ЮБГ 9321 
2025-01-01,Победа,Выдача до 30 минут,ДР 264 
2025-01-01,Победа,Выдача до 30 минут,ДР 198 
2025-01-01,Победа,Выдача до 30 минут,ДР 182 
2025-01-01,FLYONE Armenia,Выдача до 30 минут,УР 906 
2025-01-01,Победа,Выдача до 30 минут,ДР 994 
2025-01-01,Red Wings,Выдача до 30 минут,RWZ 4670 
2025-01-01,Ай Флай,Выдача до 30 минут,ФЛ 102 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6181 
2025-01-02,Shirak Avia,Выдача до 30 минут,ЮБГ 509 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 382 
2025-01-02,Turkish Airlines,Выдача до 30 минут,TK 411 
2025-01-02,flydubai,Выдача до 30 минут,FZ 987 
2025-01-02,AZAL,Выдача до 30 минут,J2 809 
2025-01-02,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 930 
2025-01-02,Победа,Выдача до 30 минут,ДР 180 
2025-01-02,Победа,Выдача до 30 минут,ДР 424 
2025-01-02,Победа,Выдача до 30 минут,ДР 164 
2025-01-02,GEORGIAN AIRWAYS,Выдача до 30 минут,AZO 7008 
2025-01-02,Победа,Выдача до 30 минут,ДР 1192 
2025-01-02,Turkish Airlines,Выдача до 30 минут,TK 421 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6161 
2025-01-02,Победа,Выдача до 30 минут,ДР 794 
2025-01-02,Победа,Выдача до 30 минут,ДР 406 
2025-01-02,Победа,Выдача до 30 минут,ДР 436 
2025-01-02,FLYONE Armenia,Выдача до 30 минут,3F 327 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 358 
2025-01-02,Turkish Airlines,Выдача более 40 минут,THY 427 
2025-01-02,flydubai,Выдача до 30 минут,FZ 975 
2025-01-02,Nesma Airlines,Выдача до 30 минут,NE 602 
2025-01-02,Pegasus,Выдача до 30 минут,PC 1576 
2025-01-02,Победа,Выдача до 30 минут,ДР 434 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 376B
2025-01-02,Победа,Выдача до 30 минут,ДР 742 
2025-01-02,flydubai,Выдача до 30 минут,FZ 969 
2025-01-02,Победа,Некорректно проставлены отметки,ДР 714 
2025-01-02,Turkish Airlines,Выдача до 30 минут,TK 419 
2025-01-02,flydubai,Выдача до 30 минут,FZ 967 
2025-01-02,Победа,Выдача до 30 минут,ДР 486B
2025-01-02,flydubai,Выдача до 30 минут,FZ 965 
2025-01-02,Победа,Выдача до 30 минут,ДР 404 
2025-01-02,Белавиа,Некорректно проставлены отметки,В2 981 
2025-01-02,Победа,Выдача до 30 минут,ДР 450 
2025-01-02,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 611 
2025-01-02,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9615 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 356 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 560 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 364 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 352 
2025-01-02,Pegasus,Выдача до 30 минут,PC 386 
2025-01-02,Победа,Выдача до 30 минут,ДР 744 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6051 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 454 
2025-01-02,SCAT Airlines,Выдача до 30 минут,DV 813 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 248 
2025-01-02,Победа,Выдача до 30 минут,ДР 420 
2025-01-02,AZAL,Некорректно проставлены отметки,J2 811 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 572 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 786 
2025-01-02,Азимут,Выдача до 30 минут,А4 7038 
2025-01-02,Победа,Выдача до 30 минут,ДР 466 
2025-01-02,Победа,Выдача более 40 минут,ДР 488 
2025-01-02,Вологодское АП,Не определено,ВГ 2390 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6005 
2025-01-02,AZAL,Выдача до 30 минут,J2 807 
2025-01-02,Победа,Выдача до 30 минут,ДР 200 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 396 
2025-01-02,Победа,Выдача до 30 минут,ДР 184 
2025-01-02,Победа,Выдача до 30 минут,ДР 468 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6007 
2025-01-02,Победа,Выдача до 30 минут,ДР 284 
2025-01-02,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 936 
2025-01-02,Turkish Airlines,Выдача до 30 минут,TK 413 
2025-01-02,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9607 
2025-01-02,Победа,Выдача до 30 минут,ДР 112 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6003 
2025-01-02,Алроса,Выдача до 30 минут,ЯМ 543 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 464 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6025 
2025-01-02,Победа,Выдача до 30 минут,PBD 840 
2025-01-02,Победа,Выдача до 30 минут,ДР 192 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 744 
2025-01-02,Ай Флай,Выдача до 30 минут,ФЛ 306 
2025-01-02,Алроса,Выдача от 30 до 40 минут,ЯМ 597 
2025-01-02,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9617 
2025-01-02,Победа,Выдача до 30 минут,ДР 266 
2025-01-02,Turkish Airlines,Выдача до 30 минут,TK 417 
2025-01-02,Pegasus,Выдача от 30 до 40 минут,PC 388 
2025-01-02,Руслайн,Выдача до 30 минут,РГ 194 
2025-01-02,Победа,Выдача до 30 минут,ДР 478 
2025-01-02,flydubai,Выдача до 30 минут,FZ 989 
2025-01-02,Азимут,Выдача до 30 минут,А4 7010 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6027 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6917 
2025-01-02,SCAT Airlines,Выдача до 30 минут,DV 815 
2025-01-02,Белавиа,Выдача до 30 минут,В2 979 
2025-01-02,Россия,Выдача от 30 до 40 минут,ФВ 6175 
2025-01-02,Победа,Выдача до 30 минут,ДР 414 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6009 
2025-01-02,Победа,Выдача до 30 минут,PBD 860 
2025-01-02,Победа,Выдача до 30 минут,ДР 836 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 596 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 374 
2025-01-02,Победа,Выдача до 30 минут,PBD 738 
2025-01-02,Turkish Airlines,Выдача до 30 минут,TK 415 
2025-01-02,GEORGIAN AIRWAYS,Выдача до 30 минут,AZO 7054 
2025-01-02,АЗУР эйр,Выдача от 30 до 40 минут,AZV 2902 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 268 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 456 
2025-01-02,Победа,Выдача до 30 минут,ДР 856 
2025-01-02,Победа,Выдача до 30 минут,ДР 168 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6177 
2025-01-02,Победа,Выдача до 30 минут,ДР 186 
2025-01-02,Победа,Некорректно проставлены отметки,ДР 268 
2025-01-02,Победа,Выдача до 30 минут,ДР 206 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 250 
2025-01-02,Победа,Выдача до 30 минут,PBD 740 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6179 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 802 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 296 
2025-01-02,Победа,Выдача до 30 минут,ДР 996 
2025-01-02,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9619 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 716 
2025-01-02,Победа,Выдача до 30 минут,ДР 422 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6015 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 562 
2025-01-02,Ютэйр,Выдача от 30 до 40 минут,ЮТ 806 
2025-01-02,Победа,Выдача до 30 минут,ДР 994 
2025-01-02,Победа,Выдача до 30 минут,ДР 992 
2025-01-02,Победа,Выдача до 30 минут,ДР 264 
2025-01-02,Победа,Выдача до 30 минут,ДР 754 
2025-01-02,Победа,Выдача до 30 минут,ДР 772 
2025-01-02,Победа,Выдача до 30 минут,ДР 484 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6169 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 746 
2025-01-02,FLYONE Armenia,Выдача до 30 минут,3F 321 
2025-01-02,Победа,Выдача до 30 минут,ДР 486 
2025-01-02,Победа,Некорректно проставлены отметки,ДР 476 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6953 
2025-01-02,Ютэйр,Выдача до 30 минут,ЮТ 376 
2025-01-02,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9627 
2025-01-02,Победа,Выдача до 30 минут,ДР 262 
2025-01-02,Победа,Выдача до 30 минут,ДР 198 
2025-01-02,Россия,Выдача до 30 минут,ФВ 6187 
2025-01-02,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 613 
2025-01-02,Победа,Выдача до 30 минут,ДР 432 
2025-01-02,Pegasus,Выдача до 30 минут,PC 390 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6025 
2025-01-03,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9607 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 358 
2025-01-03,Победа,Выдача до 30 минут,ДР 1164 
2025-01-03,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 605 
2025-01-03,GEORGIAN AIRWAYS,Выдача от 30 до 40 минут,AZO 7072 
2025-01-03,Азимут,Выдача до 30 минут,А4 7030 
2025-01-03,Pegasus,Выдача до 30 минут,PC 1576 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6161 
2025-01-03,Азимут,Выдача до 30 минут,А4 7138 
2025-01-03,flydubai,Выдача от 30 до 40 минут,FZ 965 
2025-01-03,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9625 
2025-01-03,Ай Флай,Выдача до 30 минут,ФЛ 102 
2025-01-03,Победа,Выдача до 30 минут,ДР 1204 
2025-01-03,Turkish Airlines,Выдача более 40 минут,TK 417 
2025-01-03,Turkish Airlines,Выдача до 30 минут,TK 421 
2025-01-03,FLYONE Armenia,Выдача от 30 до 40 минут,УР 902 
2025-01-03,AJET,Выдача до 30 минут,VF 587 
2025-01-03,Pegasus,Выдача до 30 минут,PC 386 
2025-01-03,Turkish Airlines,Выдача до 30 минут,TK 411 
2025-01-03,АЗУР эйр,Выдача более 40 минут,AZV 1612 
2025-01-03,Nesma Airlines,Выдача от 30 до 40 минут,NE 600 
2025-01-03,Turkish Airlines,Выдача до 30 минут,TK 419 
2025-01-03,Победа,Выдача до 30 минут,ДР 742 
2025-01-03,Turkish Airlines,Не определено,TK 6899 
2025-01-03,SCAT Airlines,Выдача до 30 минут,DV 813 
2025-01-03,flydubai,Выдача до 30 минут,FZ 967 
2025-01-03,Победа,Выдача до 30 минут,ДР 434 
2025-01-03,Победа,Выдача до 30 минут,ДР 406 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 786 
2025-01-03,Победа,Некорректно проставлены отметки,ДР 714 
2025-01-03,Победа,Выдача до 30 минут,ДР 448 
2025-01-03,Победа,Выдача до 30 минут,ДР 414 
2025-01-03,flydubai,Выдача от 30 до 40 минут,FZ 975 
2025-01-03,Победа,Выдача до 30 минут,ДР 202 
2025-01-03,flydubai,Выдача до 30 минут,FZ 969 
2025-01-03,Победа,Выдача до 30 минут,ДР 436 
2025-01-03,Вологодское АП,Не определено,ВГ 2390 
2025-01-03,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9615 
2025-01-03,Победа,Выдача до 30 минут,ДР 450 
2025-01-03,Белавиа,Выдача до 30 минут,В2 981 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6003 
2025-01-03,Победа,Выдача до 30 минут,ДР 420 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6051 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 356 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 364 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 248 
2025-01-03,Победа,Выдача до 30 минут,ДР 744 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 454 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 352 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 560 
2025-01-03,Pegasus,Выдача до 30 минут,PC 1580 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 572 
2025-01-03,Победа,Выдача до 30 минут,ДР 422 
2025-01-03,Победа,Выдача до 30 минут,ДР 404 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 808 
2025-01-03,AZAL,Выдача до 30 минут,J2 807 
2025-01-03,Победа,Выдача до 30 минут,ДР 192 
2025-01-03,Ютэйр,Некорректно проставлены отметки,ЮТ 446 
2025-01-03,Победа,Выдача до 30 минут,ДР 200 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6005 
2025-01-03,Победа,Выдача до 30 минут,ДР 112 
2025-01-03,АЗУР эйр,Выдача от 30 до 40 минут,AZV 2402 
2025-01-03,Turkish Airlines,Выдача до 30 минут,TK 413 
2025-01-03,Якутия,Выдача до 30 минут,ЯК 475 
2025-01-03,Победа,Выдача до 30 минут,ДР 182 
2025-01-03,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 930D
2025-01-03,Белавиа,Выдача до 30 минут,В2 987 
2025-01-03,Shirak Avia,Выдача от 30 до 40 минут,ЮБГ 509 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6009 
2025-01-03,Алроса,Выдача до 30 минут,ЯМ 543 
2025-01-03,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 936 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 396 
2025-01-03,Победа,Выдача до 30 минут,ДР 488 
2025-01-03,Азимут,Выдача до 30 минут,А4 7038 
2025-01-03,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 611 
2025-01-03,Победа,Выдача до 30 минут,ДР 204 
2025-01-03,Победа,Некорректно проставлены отметки,ДР 996 
2025-01-03,Ай Флай,Выдача до 30 минут,ФЛ 306 
2025-01-03,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9609 
2025-01-03,Победа,Выдача до 30 минут,ДР 856 
2025-01-03,Руслайн,Выдача до 30 минут,РГ 194 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6917 
2025-01-03,Азимут,Выдача до 30 минут,А4 7010 
2025-01-03,Победа,Выдача до 30 минут,ДР 438 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6007 
2025-01-03,Победа,Выдача до 30 минут,ДР 262 
2025-01-03,Победа,Выдача до 30 минут,ДР 466 
2025-01-03,Победа,Выдача до 30 минут,ДР 236 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 746 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6027 
2025-01-03,Победа,Выдача до 30 минут,ДР 836 
2025-01-03,Победа,Выдача от 30 до 40 минут,PBD 840 
2025-01-03,Победа,Выдача до 30 минут,ДР 468 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 596 
2025-01-03,FLYONE Armenia,Выдача от 30 до 40 минут,УР 908 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 592 
2025-01-03,Ютэйр,Выдача от 30 до 40 минут,ЮТ 334 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6953 
2025-01-03,Turkish Airlines,Некорректно проставлены отметки,TK 415 
2025-01-03,Победа,Выдача до 30 минут,PBD 738 
2025-01-03,Ютэйр,Некорректно проставлены отметки,ЮТ 268 
2025-01-03,Россия,Некорректно проставлены отметки,ФВ 6177 
2025-01-03,Pegasus,Выдача от 30 до 40 минут,PC 388 
2025-01-03,GEORGIAN AIRWAYS,Выдача до 30 минут,ЖГ 928 
2025-01-03,AZAL,Выдача до 30 минут,J2 5830 
2025-01-03,UZBEKISTAN AIRWAYS,Выдача от 30 до 40 минут,ХИ 613 
2025-01-03,Победа,Выдача до 30 минут,PBD 740 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 250 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 464 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 374 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6175 
2025-01-03,АЗУР эйр,Выдача от 30 до 40 минут,AZV 2902 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6013 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 806 
2025-01-03,Ютэйр,Выдача более 40 минут,ЮТ 810 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 296 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6015 
2025-01-03,FLYONE Armenia,Выдача до 30 минут,3F 327 
2025-01-03,Победа,Выдача до 30 минут,ДР 754 
2025-01-03,Вологодское АП,Не определено,ВГ 2392 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6179 
2025-01-03,Победа,Выдача от 30 до 40 минут,ДР 992 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 562 
2025-01-03,Победа,Выдача до 30 минут,ДР 168 
2025-01-03,Победа,Выдача до 30 минут,ДР 164 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 802 
2025-01-03,Руслайн,Выдача до 30 минут,РГ 180 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6181 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 180 
2025-01-03,Победа,Выдача до 30 минут,ДР 476 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 376 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 716 
2025-01-03,SCAT Airlines,Выдача до 30 минут,DV 815 
2025-01-03,Победа,Выдача до 30 минут,ДР 994 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6169 
2025-01-03,SCAT Airlines,Выдача до 30 минут,DV 801 
2025-01-03,Азимут,Выдача до 30 минут,А4 7036 
2025-01-03,Победа,Выдача до 30 минут,ДР 206 
2025-01-03,Белавиа,Выдача до 30 минут,В2 991 
2025-01-03,Победа,Выдача до 30 минут,ДР 794 
2025-01-03,FLYONE Armenia,Выдача до 30 минут,3F 321 
2025-01-03,Победа,Выдача до 30 минут,ДР 424 
2025-01-03,Победа,Некорректно проставлены отметки,ДР 198 
2025-01-03,Ютэйр,Выдача до 30 минут,ЮТ 382 
2025-01-03,AZAL,Выдача до 30 минут,J2 809 
2025-01-03,GEORGIAN AIRWAYS,Выдача от 30 до 40 минут,AZO 7008 
2025-01-03,Победа,Выдача до 30 минут,ДР 264 
2025-01-03,flydubai,Выдача более 40 минут,FZ 989 
2025-01-03,Победа,Выдача до 30 минут,ДР 486 
2025-01-03,Россия,Выдача до 30 минут,ФВ 6017 
2025-01-03,Азимут,Выдача до 30 минут,А4 7020 
2025-01-04,Якутия,Выдача до 30 минут,ЯК 474 
2025-01-04,Ютэйр,Выдача до 30 минут,ЮТ 744 
2025-01-04,Ютэйр,Выдача до 30 минут,ЮТ 358 
2025-01-04,AZAL,Выдача до 30 минут,J2 811 
2025-01-04,Победа,Некорректно проставлены отметки,ДР 180 
2025-01-04,flydubai,Выдача до 30 минут,FZ 987 
2025-01-04,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9619A
2025-01-04,Ютэйр,Выдача до 30 минут,ЮТ 400 
2025-01-04,flydubai,Выдача от 30 до 40 минут,FZ 965 
2025-01-04,FLYONE Armenia,Выдача до 30 минут,УР 222F
2025-01-04,GEORGIAN AIRWAYS,Выдача от 30 до 40 минут,ЖГ 930D
2025-01-04,ЮВТ АЭРО,Выдача до 30 минут,ЮВ 505 
2025-01-04,Turkish Airlines,Выдача до 30 минут,TK 411 
2025-01-04,Turkish Airlines,Выдача до 30 минут,TK 421 
2025-01-04,Ай Флай,Выдача до 30 минут,ФЛ 102 
2025-01-04,Россия,Выдача до 30 минут,ФВ 6187 
2025-01-04,Победа,Выдача до 30 минут,ДР 406 
2025-01-04,Победа,Выдача до 30 минут,ДР 714 
2025-01-04,Победа,Выдача до 30 минут,ДР 414 
2025-01-04,Pegasus,Выдача до 30 минут,PC 1576 
2025-01-04,flydubai,Выдача до 30 минут,FZ 967 
2025-01-04,Россия,Выдача до 30 минут,ФВ 6161 
2025-01-04,AJET,Выдача от 30 до 40 минут,VF 587 
2025-01-04,Победа,Выдача до 30 минут,ДР 1202 
2025-01-04,Победа,Некорректно проставлены отметки,ДР 742 
2025-01-04,Pegasus,Выдача от 30 до 40 минут,PC 386 
2025-01-04,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9627A
2025-01-04,flydubai,Выдача до 30 минут,FZ 969 
2025-01-04,Ютэйр,Выдача до 30 минут,ЮТ 786 
2025-01-04,ЮВТ АЭРО,Выдача до 30 минут,ЮВ 301 
2025-01-04,Победа,Выдача до 30 минут,ДР 448 
2025-01-04,Turkish Airlines,Выдача до 30 минут,TK 419 
2025-01-04,Победа,Выдача до 30 минут,ДР 434 
2025-01-04,SCAT Airlines,Выдача до 30 минут,DV 813 
2025-01-04,Победа,Выдача до 30 минут,ДР 454 
2025-01-04,Вологодское АП,Не определено,ВГ 2390 
2025-01-04,Победа,Выдача до 30 минут,ДР 450 
2025-01-04,Белавиа,Выдача до 30 минут,В2 981 
2025-01-04,Ютэйр,Выдача до 30 минут,ЮТ 454 
2025-01-04,Ютэйр,Выдача до 30 минут,ЮТ 356 
2025-01-04,Ютэйр,Выдача до 30 минут,ЮТ 364 
2025-01-04,Россия,Выдача до 30 минут,ФВ 6051 
2025-01-04,AZAL,Выдача до 30 минут,J2 807 
2025-01-04,Якутия,Выдача от 30 до 40 минут,ЯК 473 
2025-01-04,Победа,Выдача до 30 минут,ДР 404 
2025-01-04,Победа,Выдача до 30 минут,ДР 420 
2025-01-04,Ютэйр,Выдача до 30 минут,ЮТ 352 
2025-01-04,Ютэйр,Выдача до 30 минут,ЮТ 572 
2025-01-04,Алроса,Выдача от 30 до 40 минут,ЯМ 597 
2025-01-04,Победа,Выдача до 30 минут,ДР 998 
2025-01-04,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 611 
2025-01-04,Ютэйр,Выдача до 30 минут,ЮТ 248 
2025-01-04,Ютэйр,Выдача до 30 минут,ЮТ 396 
2025-01-04,Победа,Выдача до 30 минут,ДР 436 
2025-01-04,Turkish Airlines,Выдача до 30 минут,TK 417 
2025-01-04,Ютэйр,Выдача до 30 минут,ЮТ 560 
2025-01-04,UZBEKISTAN AIRWAYS,Выдача до 30 минут,ХИ 9615 
2025-01-04,Победа,Выдача до 30 минут,ДР 466 
2025-01-04,Iraqi Airways,Выдача от 30 до 40 минут,IA 241 
2025-01-04,Победа,Выдача до 30 минут,ДР 112 
